municipio;pib_2020
Itapeva (SP);2908262,01
Itapevi (SP);12045014,65
Itapira (SP);3821485,31
Itapirapuã Paulista (SP);45808,96
Itápolis (SP);1315054,11
Itaporanga (SP);297303,91
Itapuí (SP);612606,14
Itapura (SP);95421,39
Itaquaquecetuba (SP);7658778,34
Itararé (SP);944884,73
Itariri (SP);326896,33
Itatiba (SP);6371895,42
Itatinga (SP);401313,28
Itirapina (SP);716912,07
Itirapuã (SP);103238,4
Itobi (SP);138487,87
Itu (SP);8242038,39
Itupeva (SP);7382285,33
Ituverava (SP);1593256,91
Jaborandi (SP);137505,31
Jaboticabal (SP);2942385,57
Jacareí (SP);13361647,83
Jaci (SP);447241,44
Jacupiranga (SP);509510,43
Jaguariúna (SP);12348795,53
Jales (SP);1619431,2
Jambeiro (SP);254628,46
Jandira (SP);4159697,74
Jardinópolis (SP);1207733,23
Jarinu (SP);2525545,51
Jaú (SP);4903683,58
Jeriquara (SP);103672,34
Joanópolis (SP);213334,73
João Ramalho (SP);127091,84
José Bonifácio (SP);1262897,43
Júlio Mesquita (SP);53659,34
Jumirim (SP);123159,64
Jundiaí (SP);46952323,25
Junqueirópolis (SP);592800,19
Juquiá (SP);346828,71
Juquitiba (SP);544350,99
Lagoinha (SP);61902,81
Laranjal Paulista (SP);1149563,41
Lavínia (SP);155478,85
Lavrinhas (SP);103393,74
Leme (SP);3388715,7
Lençóis Paulista (SP);3074027,52
Limeira (SP);13785897,09
Lindóia (SP);185637,02
Lins (SP);5382602,03
Lorena (SP);2839019,6
Lourdes (SP);35100,67
Louveira (SP);16064221,35
Lucélia (SP);402291,15
Lucianópolis (SP);53931,96
Luís Antônio (SP);1386495,35
Luiziânia (SP);75909,24
Lupércio (SP);73373,05
Lutécia (SP);73293,54
Macatuba (SP);643601
Macaubal (SP);170372,15
Macedônia (SP);75292,46
Magda (SP);95433,45
Mairinque (SP);1712055,35
Mairiporã (SP);1848986,58
Manduri (SP);223642,03
Marabá Paulista (SP);105106,08
Maracaí (SP);395839,36
Marapoama (SP);175459,83
Mariápolis (SP);57605,85
Marília (SP);8384437,01
Marinópolis (SP);37761,3
Martinópolis (SP);484080,53
Matão (SP);3960216,74
Mauá (SP);16282604,68
Mendonça (SP);178084,76
Meridiano (SP);232814,94
Mesópolis (SP);60146,15
Miguelópolis (SP);1038851,35
Mineiros do Tietê (SP);175902,86
Miracatu (SP);414422,64
Mira Estrela (SP);67425,39
Mirandópolis (SP);613340,89
Mirante do Paranapanema (SP);367271,09
Mirassol (SP);1922851,13
Mirassolândia (SP);172708,6
Mococa (SP);2157856,06
Mogi das Cruzes (SP);16220410,12
Mogi Guaçu (SP);5741724,68
Mogi Mirim (SP);4704433,7
Mombuca (SP);99427,53
Monções (SP);54632,31
Mongaguá (SP);1115700,56
Monte Alegre do Sul (SP);192424,28
Monte Alto (SP);1934162,7
Monte Aprazível (SP);610622,71
Monte Azul Paulista (SP);565439,18
Monte Castelo (SP);97433,29
Monteiro Lobato (SP);65120,05
Monte Mor (SP);3473460,27
Morro Agudo (SP);948108,22
Morungaba (SP);507150,64
Motuca (SP);87928,42
Murutinga do Sul (SP);72329,45
Nantes (SP);108801,56
Narandiba (SP);151576,17
Natividade da Serra (SP);73591,72
Nazaré Paulista (SP);366607,22
Neves Paulista (SP);218340,01
Nhandeara (SP);303775,44
Nipoã (SP);90117,09
Nova Aliança (SP);149603,06
Nova Campina (SP);125451,11
Nova Canaã Paulista (SP);38413,22
Nova Castilho (SP);46051,09
Nova Europa (SP);214085,84
Nova Granada (SP);433698,4
Nova Guataporanga (SP);33272,97
Nova Independência (SP);139044,67
Novais (SP);64931,18
Nova Luzitânia (SP);46266,31
Nova Odessa (SP);3877548,57
Novo Horizonte (SP);1157407,91
Nuporanga (SP);406265,4
Ocauçu (SP);107186,2
Óleo (SP);93440,22
Olímpia (SP);2111968,64
Onda Verde (SP);162566,06
Oriente (SP);101196,98
Orindiúva (SP);305274,99
Orlândia (SP);1738396,1
Osasco (SP);81923606,46
Oscar Bressane (SP);89796,43
Osvaldo Cruz (SP);813104
Ourinhos (SP);3309868,61
Ouroeste (SP);381786,96
Ouro Verde (SP);116343,01
Pacaembu (SP);282332,44
Palestina (SP);324538,2
Palmares Paulista (SP);123026,87
Palmeira d'Oeste (SP);184988,48
Palmital (SP);676715,17
Panorama (SP);274773,56
Paraguaçu Paulista (SP);1551856,79
Paraibuna (SP);296199,87
Paraíso (SP);186932,75
Paranapanema (SP);761517,06
Paranapuã (SP);128313,61
Parapuã (SP);342892,29
Pardinho (SP);271809,6
Pariquera-Açu (SP);530098,17
Parisi (SP);94479,73
Patrocínio Paulista (SP);702597,31
Paulicéia (SP);160715,64
Paulínia (SP);37374075,52
Paulistânia (SP);36099,45
Paulo de Faria (SP);219759,85
Pederneiras (SP);2051327,73
Pedra Bela (SP);92566,77
Pedranópolis (SP);62888,34
Pedregulho (SP);1058055,53
Pedreira (SP);1264211,92
Pedrinhas Paulista (SP);130786,61
Pedro de Toledo (SP);152682,07
Penápolis (SP);1614791,61
Pereira Barreto (SP);767022,67
Pereiras (SP);197698,55
Peruíbe (SP);1666395,98
Piacatu (SP);95881,93
Piedade (SP);1293221,96
Pilar do Sul (SP);743934,04
Pindamonhangaba (SP);8471160,09
Pindorama (SP);372074,46
Pinhalzinho (SP);276704,5
Piquerobi (SP);55799,96
Piquete (SP);165598,26
Piracaia (SP);540527,45
Piracicaba (SP);27822629,8
Piraju (SP);778923,23
Pirajuí (SP);478940,71
Pirangi (SP);270557,96
Pirapora do Bom Jesus (SP);487794,96
Pirapozinho (SP);726961,71
Pirassununga (SP);2870781,02
Piratininga (SP);238459,79
Pitangueiras (SP);1115549,17
Planalto (SP);135120,37
Platina (SP);90879,93
Poá (SP);4478597,15
Poloni (SP);119679,25
Pompéia (SP);1280375,85
Pongaí (SP);73493,64
Pontal (SP);909986,25
Pontalinda (SP);77594,3
Pontes Gestal (SP);79454,41
Populina (SP);97510,9
Porangaba (SP);189121,97
Porto Feliz (SP);2996395,11
Porto Ferreira (SP);2147800,84
Potim (SP);235286,05
Potirendaba (SP);458620,94
Pracinha (SP);32852,1
Pradópolis (SP);632655,34
Praia Grande (SP);7617331,71
Pratânia (SP);116117,84
Presidente Alves (SP);74621,1
Presidente Bernardes (SP);314351,78
Presidente Epitácio (SP);850787,65
Presidente Prudente (SP);8386439,49
Presidente Venceslau (SP);765493,72
Promissão (SP);1338445,39
Quadra (SP);112819,05
Quatá (SP);490244,57
Queiroz (SP);836863,02
Queluz (SP);338412,01
Quintana (SP);160520,18
Rafard (SP);326213,85
Rancharia (SP);932637,87
Redenção da Serra (SP);55336,83
Regente Feijó (SP);737678,16
Reginópolis (SP);146550,08
Registro (SP);2092937,15
Restinga (SP);177138,81
Ribeira (SP);49397,1
Ribeirão Bonito (SP);299542,17
Ribeirão Branco (SP);295961,11
Ribeirão Corrente (SP);145052,37
Ribeirão do Sul (SP);157953,25
Ribeirão dos Índios (SP);38916,02
Ribeirão Grande (SP);194170,51
Ribeirão Pires (SP);3146164,35
Ribeirão Preto (SP);35355226,79
Riversul (SP);67388,99
Rifaina (SP);120237,43
Rincão (SP);192606,23
Rinópolis (SP);304517,88
Rio Claro (SP);10511810,59
Rio das Pedras (SP);1304664,58
Rio Grande da Serra (SP);720977,28
Riolândia (SP);220048,41
Rosana (SP);1507515,58
Roseira (SP);299661,66
Rubiácea (SP);65508,73
Rubinéia (SP);84346,21
Sabino (SP);106151,47
Sagres (SP);38860,26
Sales (SP);142665,06
Sales Oliveira (SP);3668865,87
Salesópolis (SP);211234,09
Salmourão (SP);80283,12
Saltinho (SP);244098,86
Salto (SP);7737783,78
Salto de Pirapora (SP);1888611,95
Salto Grande (SP);223059,18
Sandovalina (SP);361967,45
Santa Adélia (SP);328121,73
Santa Albertina (SP);149088,85
Santa Bárbara d'Oeste (SP);6179789,08
Santa Branca (SP);262467,35
Santa Clara d'Oeste (SP);75813,83
Santa Cruz da Conceição (SP);130346,13
Santa Cruz da Esperança (SP);53695,55
Santa Cruz das Palmeiras (SP);537714,32
Santa Cruz do Rio Pardo (SP);2001744,88
Santa Ernestina (SP);94629,01
Santa Fé do Sul (SP);1199274,9
Santa Gertrudes (SP);2015669,33
Santa Isabel (SP);1513106,25
Santa Lúcia (SP);116580,13
Santa Maria da Serra (SP);127363,68
Santa Mercedes (SP);55577,19
Santana da Ponte Pensa (SP);34506,3
Santana de Parnaíba (SP);9417114,22
Santa Rita d'Oeste (SP);62378,13
Santa Rita do Passa Quatro (SP);683723,94
Santa Rosa de Viterbo (SP);689045,22
Santa Salete (SP);33976,82
Santo Anastácio (SP);407940,69
Santo André (SP);30339076,38
Santo Antônio da Alegria (SP);153514,73
Santo Antônio de Posse (SP);1177820,61
Santo Antônio do Aracanguá (SP);209050,61
Santo Antônio do Jardim (SP);171077,71
Santo Antônio do Pinhal (SP);119547,43
Santo Expedito (SP);39041,58
Santópolis do Aguapeí (SP);67945,23
Santos (SP);22753121,09
São Bento do Sapucaí (SP);213669,4
São Bernardo do Campo (SP);51066927,75
São Caetano do Sul (SP);13705940,67
São Carlos (SP);11801092,85
São Francisco (SP);45641,52
São João da Boa Vista (SP);3271394,19
São João das Duas Pontes (SP);45442,98
São João de Iracema (SP);37935,87
São João do Pau d'Alho (SP);46160,79
São Joaquim da Barra (SP);1455323,36
São José da Bela Vista (SP);171647,84
São José do Barreiro (SP);50659
São José do Rio Pardo (SP);1949935,85
São José do Rio Preto (SP);18776620,86
São José dos Campos (SP);43457370,44
São Lourenço da Serra (SP);255709,6
São Luiz do Paraitinga (SP);170041,22
São Manuel (SP);1069180,37
São Miguel Arcanjo (SP);783557,01
São Paulo (SP);763805984,8
São Pedro (SP);799206,2
São Pedro do Turvo (SP);170442,42
São Roque (SP);3158172,85
São Sebastião (SP);3575339,92
São Sebastião da Grama (SP);293416,97
São Simão (SP);464334,92
São Vicente (SP);5547212,98
Sarapuí (SP);159139,61
Sarutaiá (SP);66357,09
Sebastianópolis do Sul (SP);240529,28
Serra Azul (SP);173447,96
Serrana (SP);1008334,43
Serra Negra (SP);742870,08
Sertãozinho (SP);5428438,72
Sete Barras (SP);324616,08
Severínia (SP);240521,44
Silveiras (SP);76118,15
Socorro (SP);895923,18
Sorocaba (SP);37283417,56
Sud Mennucci (SP);178298,45
Sumaré (SP);14844491,04
Suzano (SP);12040336,76
Suzanápolis (SP);161486,01
Tabapuã (SP);249076
Tabatinga (SP);251104,33
Taboão da Serra (SP);8812544,76
Taciba (SP);160045,66
Taguaí (SP);263205,14
Taiaçu (SP);93643,2
Taiúva (SP);111094,03
Tambaú (SP);571405,15
Tanabi (SP);954386,52
Tapiraí (SP);148062,95
Tapiratiba (SP);260013,85
Taquaral (SP);38568,57
Taquaritinga (SP);1525207,55
Taquarituba (SP);814066,64
Taquarivaí (SP);228238,16
Tarabai (SP);116989,06
Tarumã (SP);592282,95
Tatuí (SP);4160032,05
Taubaté (SP);18357171,82
Tejupá (SP);90606,49
Teodoro Sampaio (SP);502085,66
Terra Roxa (SP);138705,12
Tietê (SP);1850852,26
Timburi (SP);49646,81
Torre de Pedra (SP);31095,28
Torrinha (SP);208155,46
Trabiju (SP);36360,36
Tremembé (SP);734913,48
Três Fronteiras (SP);104847,82
Tuiuti (SP);142528,19
Tupã (SP);1929662,84
Tupi Paulista (SP);312440,02
Turiúba (SP);39301,6
Turmalina (SP);59113,52
Ubarana (SP);299508,78
Ubatuba (SP);2382688,93
Ubirajara (SP);91899,15
Uchoa (SP);241688,34
União Paulista (SP);44829,5
Urânia (SP);231866,24
Uru (SP);36657,26
Urupês (SP);408305,4
Valentim Gentil (SP);331466,51
Valinhos (SP);6561112,2
Valparaíso (SP);832022,6
Vargem (SP);132263,69
Vargem Grande do Sul (SP);991181,71
Vargem Grande Paulista (SP);2174655,17
Várzea Paulista (SP);2907103,01
Vera Cruz (SP);176333,25
Vinhedo (SP);9663649,32
Viradouro (SP);343340,31
Vista Alegre do Alto (SP);268066,71
Vitória Brasil (SP);36167,58
Votorantim (SP);3406950,15
Votuporanga (SP);2953318,01
Zacarias (SP);90519,68
Chavantes (SP);213105,55
Estiva Gerbi (SP);318730,99
Abatiá (PR);188784,19
Adrianópolis (PR);215123,29
Agudos do Sul (PR);218241,47
Almirante Tamandaré (PR);1630818,65
Altamira do Paraná (PR);75113,12
Altônia (PR);372191,54
Alto Paraná (PR);320647,56
Alto Piquiri (PR);270422,35
Alvorada do Sul (PR);249298,83
Amaporã (PR);166895,03
Ampére (PR);595994,45
Anahy (PR);86251,74
Andirá (PR);755896,22
Ângulo (PR);112013,15
Antonina (PR);565525,75
Antônio Olinto (PR);194093,13
Apucarana (PR);3456255,84
Arapongas (PR);4973032,06
Arapoti (PR);1230108,07
Arapuã (PR);95395,54
Araruna (PR);471289,9
Araucária (PR);18704461,29
Ariranha do Ivaí (PR);77775,43
Assaí (PR);439786,75
Assis Chateaubriand (PR);1172459,08
Astorga (PR);738941,43
Atalaia (PR);145053,68
Balsa Nova (PR);751045,72
Bandeirantes (PR);809501,32
Barbosa Ferraz (PR);212029,59
Barracão (PR);263573,53
Barra do Jacaré (PR);81305,88
Bela Vista da Caroba (PR);69203,97
Bela Vista do Paraíso (PR);464901,65
Bituruna (PR);360750,13
Boa Esperança (PR);201345,93
Boa Esperança do Iguaçu (PR);88240,75
Boa Ventura de São Roque (PR);217786,74
Boa Vista da Aparecida (PR);140884,3
Bocaiúva do Sul (PR);200814,31
Bom Jesus do Sul (PR);70207,34
Bom Sucesso (PR);119055,89
Bom Sucesso do Sul (PR);177786,5
Borrazópolis (PR);197967,44
Braganey (PR);176871,51
Brasilândia do Sul (PR);166604,81
Cafeara (PR);65078,54
Cafelândia (PR);1363997,62
Cafezal do Sul (PR);87768,06
Califórnia (PR);156176,64
Cambará (PR);762565,96
Cambé (PR);4116912,77
Cambira (PR);204965,97
Campina da Lagoa (PR);413286,95
Campina do Simão (PR);101397,98
Campina Grande do Sul (PR);1578175,4
Campo Bonito (PR);133929,04
Campo do Tenente (PR);201746,57
Campo Largo (PR);4721814,33
Campo Magro (PR);434876,59
Campo Mourão (PR);3870715
Cândido de Abreu (PR);325084,1
Candói (PR);492422,3
Cantagalo (PR);254385,65
Capanema (PR);588696,26
Capitão Leônidas Marques (PR);1285455,41
Carambeí (PR);1489768,35
Carlópolis (PR);350397,44
Cascavel (PR);12602357,53
Castro (PR);2763699,75
Catanduvas (PR);242931,7
Centenário do Sul (PR);214704,53
Cerro Azul (PR);321559,06
Céu Azul (PR);605693,21
Chopinzinho (PR);663482,8
Cianorte (PR);2835946,73
Cidade Gaúcha (PR);413901,37
Clevelândia (PR);514030,28
Colombo (PR);5402335,66
Colorado (PR);697923,18
Congonhinhas (PR);199606,24
Conselheiro Mairinck (PR);104475,62
Contenda (PR);403242,86
Corbélia (PR);675176,99
Cornélio Procópio (PR);1688509,85
Coronel Domingos Soares (PR);193078,79
Coronel Vivida (PR);674140,66
Corumbataí do Sul (PR);62456,1
Cruzeiro do Iguaçu (PR);114806,89
Cruzeiro do Oeste (PR);840057,29
Cruzeiro do Sul (PR);172830,53
Cruz Machado (PR);374574,97
Cruzmaltina (PR);112794,21
Curitiba (PR);96088148,89
Curiúva (PR);223007,06
Diamante do Norte (PR);316984,58
Diamante do Sul (PR);55959,33
Diamante D'Oeste (PR);102049,43
Dois Vizinhos (PR);1676042,39
Douradina (PR);635861,14
Doutor Camargo (PR);165570,46
Enéas Marques (PR);215038,89
Engenheiro Beltrão (PR);465780,71
Esperança Nova (PR);53057,17
Entre Rios do Oeste (PR);238174,75
Espigão Alto do Iguaçu (PR);119778,58
Farol (PR);130027,74
Faxinal (PR);451229,73
Fazenda Rio Grande (PR);2507675,37
Fênix (PR);144689,23
Fernandes Pinheiro (PR);186654,83
Figueira (PR);134864,4
Floraí (PR);182921,84
Flor da Serra do Sul (PR);119257
Floresta (PR);191627,37
Florestópolis (PR);254789,25
Flórida (PR);58777,7
Formosa do Oeste (PR);279646,84
Foz do Iguaçu (PR);15776557,17
Francisco Alves (PR);167088,56
Francisco Beltrão (PR);3289935,4
Foz do Jordão (PR);123720,02
General Carneiro (PR);304046,79
Godoy Moreira (PR);51849,13
Goioerê (PR);886357,31
Goioxim (PR);176934,55
Grandes Rios (PR);117467,72
Guaíra (PR);966065,04
Guairaçá (PR);244463,05
Guamiranga (PR);234407,61
Guapirama (PR);103996,73
Guaporema (PR);65890,55
Guaraci (PR);127078,94
Guaraniaçu (PR);369154,48
Guarapuava (PR);6105775,17
Guaraqueçaba (PR);105768,68
Guaratuba (PR);875716,38
Honório Serpa (PR);194855,72
Ibaiti (PR);697198,88
Ibema (PR);147569,14
Ibiporã (PR);2768597,6
Icaraíma (PR);222737,91
Iguaraçu (PR);162859,75
Iguatu (PR);62837,27
Imbaú (PR);217304,4
Imbituva (PR);868454,75
Inácio Martins (PR);172975,26
Inajá (PR);57186,4
Indianópolis (PR);529891,09
Ipiranga (PR);468056,55
Iporã (PR);353075,78
Iracema do Oeste (PR);77132,24
Irati (PR);1900073,38
Iretama (PR);273197,12
Itaguajé (PR);95320,9
Itaipulândia (PR);370777,25
Itambaracá (PR);157862,4
Itambé (PR);174693,44
Itapejara d'Oeste (PR);534163,38
Itaperuçu (PR);519192,56
Itaúna do Sul (PR);76372,16
Ivaí (PR);370598,32
Ivaiporã (PR);832106,19
Ivaté (PR);201793,43
Ivatuba (PR);113006,64
Jaboti (PR);109137,97
Jacarezinho (PR);1272902,91
Jaguapitã (PR);808848,29
Jaguariaíva (PR);1487925,3
Jandaia do Sul (PR);769703,59
Janiópolis (PR);155596,35
Japira (PR);105328,91
Japurá (PR);235556,51
Jardim Alegre (PR);271004,15
Jardim Olinda (PR);39892,61
Jataizinho (PR);226041,47
Jesuítas (PR);319323,89
Joaquim Távora (PR);580442,04
Jundiaí do Sul (PR);80555,68
Juranda (PR);313805,71
Jussara (PR);224349,59
Kaloré (PR);112880,21
Lapa (PR);1805349,3
Laranjal (PR);84533,74
Laranjeiras do Sul (PR);789855,24
Leópolis (PR);138075,92
Lidianópolis (PR);84143,61
Lindoeste (PR);167188,65
Loanda (PR);593480,96
Lobato (PR);184344,03
Londrina (PR);21599786,12
Luiziana (PR);314220,81
Lunardelli (PR);90122,62
Lupionópolis (PR);98622,48
Mallet (PR);690689,93
Mamborê (PR);562296,97
Mandaguaçu (PR);622911,69
Mandaguari (PR);1496011,08
Mandirituba (PR);609884,78
Manfrinópolis (PR);54379,66
Mangueirinha (PR);1460779,51
Manoel Ribas (PR);371674,91
Marechal Cândido Rondon (PR);2345473,22
Maria Helena (PR);100124,5
Marialva (PR);1496241,15
Marilândia do Sul (PR);322403,2
Marilena (PR);150942,91
Mariluz (PR);209749,61
Maringá (PR);19311874,79
Mariópolis (PR);291121,09
Maripá (PR);342180,25
Marmeleiro (PR);425055,03
Marquinho (PR);82918,32
Marumbi (PR);80949,67
Matelândia (PR);845012,63
Matinhos (PR);794710,34
Mato Rico (PR);71831,61
Mauá da Serra (PR);309094,7
Medianeira (PR);1953985,58
Mercedes (PR);196944,34
Mirador (PR);101453,93
Miraselva (PR);40675,52
Missal (PR);364963,46
Moreira Sales (PR);299123,17
Morretes (PR);351637,66
Munhoz de Melo (PR);97348,01
Nossa Senhora das Graças (PR);74446,56
Nova Aliança do Ivaí (PR);41194,27
Nova América da Colina (PR);75852,32
Nova Aurora (PR);555167,55
Nova Cantu (PR);198650,73
Nova Esperança (PR);734561,01
Nova Esperança do Sudoeste (PR);112963,98
Nova Fátima (PR);215863,75
Nova Laranjeiras (PR);220897,38
Nova Londrina (PR);345262,95
Nova Olímpia (PR);91819,21
Nova Santa Bárbara (PR);81361,05
Nova Santa Rosa (PR);337877,99
Nova Prata do Iguaçu (PR);319740,77
Nova Tebas (PR);131256,75
Novo Itacolomi (PR);68272,43
Ortigueira (PR);2900987,48
Ourizona (PR);99057,86
Ouro Verde do Oeste (PR);178444,17
Paiçandu (PR);828192,45
Palmas (PR);1162350,42
Palmeira (PR);1345323,76
Palmital (PR);253353,82
Palotina (PR);2142735,34
Paraíso do Norte (PR);323132,41
Paranacity (PR);333060,94
Paranaguá (PR);9737130,57
Paranapoema (PR);61214,78
Paranavaí (PR);2686279,01
Pato Bragado (PR);170637,4
Pato Branco (PR);4004055,33
Paula Freitas (PR);280115,21
Paulo Frontin (PR);320565,74
Peabiru (PR);316738,33
Perobal (PR);183035,79
Pérola (PR);458912,93
Pérola d'Oeste (PR);156114,19
Piên (PR);839298,53
Pinhais (PR);6460451,51
Pinhalão (PR);153771,23
Pinhal de São Bento (PR);54861,3
Pinhão (PR);1573504,49
Piraí do Sul (PR);811870,06
Piraquara (PR);1400365,7
Pitanga (PR);867238,43
Pitangueiras (PR);89613,34
Planaltina do Paraná (PR);103150,79
Planalto (PR);318635,96
Ponta Grossa (PR);15603393,78
Pontal do Paraná (PR);894086,29
Porecatu (PR);605164,21
Porto Amazonas (PR);113772,8
Porto Barreiro (PR);108358,17
Porto Rico (PR);75431,62
Porto Vitória (PR);68415,36
Prado Ferreira (PR);118966,53
Pranchita (PR);201042,79
Presidente Castelo Branco (PR);151382,89
Primeiro de Maio (PR);295486,61
Prudentópolis (PR);1264979,92
Quarto Centenário (PR);218558,44
Quatiguá (PR);194561,88
Quatro Barras (PR);1577652,76
Quatro Pontes (PR);171787,91
Quedas do Iguaçu (PR);1296451,78
Querência do Norte (PR);220125,58
Quinta do Sol (PR);163360,59
Quitandinha (PR);407115,46
Ramilândia (PR);82066,11
Rancho Alegre (PR);120506,59
Rancho Alegre D'Oeste (PR);133101,87
Realeza (PR);617702,72
Rebouças (PR);383258,02
Renascença (PR);258224,23
Reserva (PR);603378,94
Reserva do Iguaçu (PR);166948,93
Ribeirão Claro (PR);418521,49
Ribeirão do Pinhal (PR);235829,01
Rio Azul (PR);628066,62
Rio Bom (PR);68136,53
Rio Bonito do Iguaçu (PR);308939,07
Rio Branco do Ivaí (PR);79596,6
Rio Branco do Sul (PR);1229974
Rio Negro (PR);1239562,04
Rolândia (PR);2786398,45
Roncador (PR);386859,88
Rondon (PR);327891,96
Rosário do Ivaí (PR);91045,15
Sabáudia (PR);510342,11
Salgado Filho (PR);93710,54
Salto do Itararé (PR);76978,52
Salto do Lontra (PR);372135,1
Santa Amélia (PR);75993,02
Santa Cecília do Pavão (PR);113029,66
Santa Cruz de Monte Castelo (PR);275047,64
Santa Fé (PR);274914,22
Santa Helena (PR);978556,57
Santa Inês (PR);43866,73
Santa Isabel do Ivaí (PR);189313,08
Santa Izabel do Oeste (PR);339395,19
Santa Lúcia (PR);116125,9
Santa Maria do Oeste (PR);163617,58
Santa Mariana (PR);365343
Santa Mônica (PR);84545,54
Santana do Itararé (PR);98835,43
Santa Tereza do Oeste (PR);378744,85
Santa Terezinha de Itaipu (PR);583244,48
Santo Antônio da Platina (PR);1250193,19
Santo Antônio do Caiuá (PR);51060,86
Santo Antônio do Paraíso (PR);69385,78
Santo Antônio do Sudoeste (PR);501950,9
Santo Inácio (PR);338425,69
São Carlos do Ivaí (PR);317533,21
São Jerônimo da Serra (PR);212775,36
São João (PR);701480,94
São João do Caiuá (PR);133286,37
São João do Ivaí (PR);262207,5
São João do Triunfo (PR);511557,11
São Jorge d'Oeste (PR);286986,15
São Jorge do Ivaí (PR);261099,51
São Jorge do Patrocínio (PR);124714,64
São José da Boa Vista (PR);146310,52
São José das Palmeiras (PR);76558,8
São José dos Pinhais (PR);29962690,51
São Manoel do Paraná (PR);54693,88
São Mateus do Sul (PR);1283443,79
São Miguel do Iguaçu (PR);1094674,97
São Pedro do Iguaçu (PR);184095,28
São Pedro do Ivaí (PR);306254,38
São Pedro do Paraná (PR);66293,77
São Sebastião da Amoreira (PR);221242,65
São Tomé (PR);167787,4
Sapopema (PR);107799,24
Sarandi (PR);1730264,92
Saudade do Iguaçu (PR);888705,87
Sengés (PR);447345,19
Serranópolis do Iguaçu (PR);208928,27
Sertaneja (PR);286256,48
Sertanópolis (PR);700837,18
Siqueira Campos (PR);555968,77
Sulina (PR);99659,65
Tamarana (PR);299551,54
Tamboara (PR);120488,77
Tapejara (PR);524668,93
Tapira (PR);130965,37
Teixeira Soares (PR);376628,41
Telêmaco Borba (PR);3574544,91
Terra Boa (PR);466750,64
Terra Rica (PR);370255,58
Terra Roxa (PR);624093,21
Tibagi (PR);842109,69
Tijucas do Sul (PR);328370,31
Toledo (PR);6190290,32
Tomazina (PR);201880,4
Três Barras do Paraná (PR);325862,39
Tunas do Paraná (PR);119294,47
Tuneiras do Oeste (PR);187636,28
Tupãssi (PR);327110,02
Turvo (PR);431504,52
Ubiratã (PR);932169,89
Umuarama (PR);3717097,88
União da Vitória (PR);1604274,54
Uniflor (PR);65103,05
Uraí (PR);272821,76
Wenceslau Braz (PR);541070,91
Ventania (PR);243400,12
Vera Cruz do Oeste (PR);238027,99
Verê (PR);284315,4
Alto Paraíso (PR);91103,1
Doutor Ulysses (PR);69111,17
Virmond (PR);136727,41
Vitorino (PR);349891,97
Xambrê (PR);95295,85
Abdon Batista (SC);65192,26
Abelardo Luz (SC);661728,07
Agrolândia (SC);275840,51
Agronômica (SC);161877,85
Água Doce (SC);356256,14
Águas de Chapecó (SC);111391,02
Águas Frias (SC);109874,23
Águas Mornas (SC);174756,38
Alfredo Wagner (SC);270029,7
Alto Bela Vista (SC);60655,03
Anchieta (SC);143688,3
Angelina (SC);133382,63
Anita Garibaldi (SC);170973,88
Anitápolis (SC);62259,07
Antônio Carlos (SC);789080,08
Apiúna (SC);401008,09
Arabutã (SC);174013,93
Araquari (SC);4856254,65
Araranguá (SC);1941336,8
Armazém (SC);210909,12
Arroio Trinta (SC);97443,1
Arvoredo (SC);115570,89
Ascurra (SC);210523,52
Atalanta (SC);100726,63
Aurora (SC);176937,84
Balneário Arroio do Silva (SC);179679,58
Balneário Camboriú (SC);6051066,67
Balneário Barra do Sul (SC);202179,75
Balneário Gaivota (SC);166797,16
Bandeirante (SC);79440,52
Barra Bonita (SC);36897,28
Barra Velha (SC);1831227,79
Bela Vista do Toldo (SC);153412,91
Belmonte (SC);53276,71
Benedito Novo (SC);330162,27
Biguaçu (SC);2217969,65
Blumenau (SC);17294178,55
Bocaina do Sul (SC);86228,53
Bombinhas (SC);721662,02
Bom Jardim da Serra (SC);132716,82
Bom Jesus (SC);119111,71
Bom Jesus do Oeste (SC);53812,9
Bom Retiro (SC);313892
Botuverá (SC);325290,76
Braço do Norte (SC);1338203,48
Braço do Trombudo (SC);155526,2
Brunópolis (SC);90130,08
Brusque (SC);6931830,26
Caçador (SC);3530192,66
Caibi (SC);250713,08
Calmon (SC);78612,37
Camboriú (SC);1684152,74
Capão Alto (SC);136809,79
Campo Alegre (SC);559587,85
Campo Belo do Sul (SC);228816,31
Campo Erê (SC);278432,14
Campos Novos (SC);2194251,42
Canelinha (SC);206053,49
Canoinhas (SC);1756153,31
Capinzal (SC);949032,86
Capivari de Baixo (SC);916316,78
Catanduvas (SC);436258,7
Caxambu do Sul (SC);141187,96
Celso Ramos (SC);59455,82
Cerro Negro (SC);80225,65
Chapadão do Lageado (SC);80328,77
Chapecó (SC);10522379,37
Cocal do Sul (SC);684519,93
Concórdia (SC);3722642,43
Cordilheira Alta (SC);299687,33
Coronel Freitas (SC);283657,2
Coronel Martins (SC);47852,84
Corupá (SC);465348,89
Correia Pinto (SC);618967,15
Criciúma (SC);8229742,56
Cunha Porã (SC);596670,59
Cunhataí (SC);51920,1
Curitibanos (SC);1494454,95
Descanso (SC);226294,98
Dionísio Cerqueira (SC);414671,39
Dona Emma (SC);116476,1
Doutor Pedrinho (SC);118683,42
Entre Rios (SC);50589,32
Ermo (SC);93400,15
Erval Velho (SC);136967,37
