municipio;esfera;rend_medio_bruto_2018
Bom Jesus do Itabapoana;Municipal;3240,609
Cabo Frio;Municipal;3038,874
Cachoeiras de Macacu;Municipal;4028,05
Cambuci;Municipal;3705,7
Carapebus;Municipal;3339,26
Comendador Levy Gasparian;Municipal;5424,529
Campos dos Goytacazes;Municipal;5110,727
Cantagalo;Municipal;5038,911
Cardoso Moreira;Municipal;3751,955
Carmo;Municipal;5907,782
Casimiro de Abreu;Municipal;5579,726
Conceição de Macabu;Municipal;2419,855
Cordeiro;Municipal;5508,058
Duas Barras;Municipal;4672,556
Duque de Caxias;Municipal;6953,4
Engenheiro Paulo de Frontin;Municipal;5129,435
Guapimirim;Municipal;4612,627
Iguaba Grande;Municipal;2782,882
Itaboraí;Municipal;3399,046
Itaguaí;Municipal;2937,291
Italva;Municipal;3530,273
Itaocara;Municipal;2489,84
Itaperuna;Municipal;4982,395
Itatiaia;Municipal;7220,781
Japeri;Municipal;2204,003
Laje do Muriaé;Municipal;2898,109
Macaé;Municipal;8915,931
Macuco;Municipal;3062,83
Magé;Municipal;2543,661
Mangaratiba;Municipal;4200,378
Maricá;Municipal;4123,637
Mendes;Municipal;3802,438
Mesquita;Municipal;5336,28
Miguel Pereira;Municipal;4257,934
Miracema;Municipal;3724,803
Natividade;Municipal;3150,093
Nilópolis;Municipal;2518,711
Niterói;Municipal;7288,088
Nova Friburgo;Municipal;4192,425
Nova Iguaçu;Municipal;3164,793
Paracambi;Municipal;3234,682
Paraíba do Sul;Municipal;7341,085
Paraty;Municipal;6207,606
Paty do Alferes;Municipal;4566,023
Petrópolis;Municipal;6997,503
Pinheiral;Municipal;1996,55
Piraí;Municipal;5080,502
Porciúncula;Municipal;6028,763
Porto Real;Municipal;6545,186
Quatis;Municipal;3317,177
Queimados;Municipal;9219,388
Quissamã;Municipal;6057,205
Resende;Municipal;5017,768
Rio Bonito;Municipal;3455,678
Rio Claro;Municipal;5802,783
Rio das Flores;Municipal;4212,318
Rio das Ostras;Municipal;4795,088
Rio de Janeiro;Municipal;5387,045
Santa Maria Madalena;Municipal;4723,495
Santo Antônio de Pádua;Municipal;3347,661
São Francisco de Itabapoana;Municipal;
São Fidélis;Municipal;2957,494
São Gonçalo;Municipal;2539,47
São João da Barra;Municipal;4661,846
São João de Meriti;Municipal;3385,107
São José de Ubá;Municipal;3433,943
São José do Vale do Rio Preto;Municipal;6415,798
São Pedro da Aldeia;Municipal;3082,236
São Sebastião do Alto;Municipal;3384,119
Sapucaia;Municipal;4102,632
Saquarema;Municipal;2966,201
Seropédica;Municipal;2717,339
Silva Jardim;Municipal;6229,996
Sumidouro;Municipal;5637,282
Tanguá;Municipal;3178,831
Teresópolis;Municipal;8474,132
Trajano de Moraes;Municipal;4433,979
Três Rios;Municipal;5981,09
Valença;Municipal;4541,65
Varre-Sai;Municipal;4068,901
Vassouras;Municipal;5600,223
Volta Redonda;Municipal;2766,166
Adamantina;Municipal;4371,646
Adolfo;Municipal;2780,733
Aguaí;Municipal;2972,09
Águas da Prata;Municipal;3590,954
Águas de Lindóia;Municipal;3547,829
Águas de Santa Bárbara;Municipal;5147,147
Águas de São Pedro;Municipal;2986,043
Agudos;Municipal;3391,67
Alambari;Municipal;3447,258
Alfredo Marcondes;Municipal;2345,193
Altair;Municipal;2844,91
Altinópolis;Municipal;2992,413
Alto Alegre;Municipal;4172,872
Alumínio;Municipal;4997,807
Álvares Florence;Municipal;2924,809
Álvares Machado;Municipal;3712,044
Álvaro de Carvalho;Municipal;4828,376
Alvinlândia;Municipal;2467,779
Americana;Municipal;5725,94
Américo Brasiliense;Municipal;3273,598
Américo de Campos;Municipal;3086,36
Amparo;Municipal;3830,362
Analândia;Municipal;3258,433
Andradina;Municipal;3323,405
Angatuba;Municipal;3334,445
Anhembi;Municipal;5024,164
Anhumas;Municipal;3116,785
Aparecida;Municipal;5456,384
Aparecida d'Oeste;Municipal;3344,632
Apiaí;Municipal;3236,653
Araçariguama;Municipal;3243,558
Araçatuba;Municipal;4140,532
Araçoiaba da Serra;Municipal;3293,394
Aramina;Municipal;3433,4
Arandu;Municipal;3558,039
Arapeí;Municipal;2603,686
Araraquara;Municipal;3176,167
Araras;Municipal;3634,571
Arco-Íris;Municipal;3547,593
Arealva;Municipal;3202,582
Areias;Municipal;2234,013
Areiópolis;Municipal;2791,31
Ariranha;Municipal;2905,097
Artur Nogueira;Municipal;3417,227
Arujá;Municipal;5338,08
Aspásia;Municipal;4806,057
Assis;Municipal;3250,761
Atibaia;Municipal;6315,998
Auriflama;Municipal;3447,388
Avaí;Municipal;3368,506
Avanhandava;Municipal;4994,803
Avaré;Municipal;4432,327
Bady Bassitt;Municipal;3952,376
Balbinos;Municipal;2482,212
Bálsamo;Municipal;3453,945
Bananal;Municipal;3291,488
Barão de Antonina;Municipal;3742,771
Barbosa;Municipal;3007,298
Bariri;Municipal;4777,769
Barra Bonita;Municipal;4886,164
Barra do Chapéu;Municipal;2561,966
Barra do Turvo;Municipal;2842,283
Barretos;Municipal;
Barrinha;Municipal;3364,394
Barueri;Municipal;4931,686
Bastos;Municipal;3815,885
Batatais;Municipal;5541,492
Bauru;Municipal;8443,541
Bebedouro;Municipal;4466,878
Bento de Abreu;Municipal;4497,622
Bernardino de Campos;Municipal;3913,923
Bertioga;Municipal;5729,915
Bilac;Municipal;3340,642
Birigui;Municipal;4535,364
Biritiba Mirim;Municipal;4060,946
Boa Esperança do Sul;Municipal;3603,823
Bocaina;Municipal;4458,621
Bofete;Municipal;4390,31
Boituva;Municipal;4555,556
Bom Jesus dos Perdões;Municipal;5915,526
Bom Sucesso de Itararé;Municipal;2359,895
Borá;Municipal;2549,391
Boracéia;Municipal;3261,351
Borborema;Municipal;5570,982
Borebi;Municipal;2933,453
Botucatu;Municipal;5372,601
Bragança Paulista;Municipal;4045,417
Braúna;Municipal;2804,598
Brejo Alegre;Municipal;4425,717
Brodowski;Municipal;3946,126
Brotas;Municipal;5171,961
Buri;Municipal;2937,829
Buritama;Municipal;5098,224
Buritizal;Municipal;3729,121
Cabrália Paulista;Municipal;4021,117
Cabreúva;Municipal;4018,138
Caçapava;Municipal;4733,321
Cachoeira Paulista;Municipal;4413,659
Caconde;Municipal;3227,701
Cafelândia;Municipal;4690,217
Caiabu;Municipal;2671,866
Caieiras;Municipal;3470,87
Caiuá;Municipal;3099,867
Cajamar;Municipal;6096,707
Cajati;Municipal;3447,803
Cajobi;Municipal;2535,743
Cajuru;Municipal;3120,214
Campina do Monte Alegre;Municipal;3681,81
Campinas;Municipal;6979,496
Campo Limpo Paulista;Municipal;4568,089
Campos do Jordão;Municipal;6575,018
Campos Novos Paulista;Municipal;4071,492
Cananéia;Municipal;4030,647
Canas;Municipal;2984,615
Cândido Mota;Municipal;3102,601
Cândido Rodrigues;Municipal;1822,115
Canitar;Municipal;3531,646
Capão Bonito;Municipal;3152,973
Capela do Alto;Municipal;3405,264
Capivari;Municipal;3645,674
Caraguatatuba;Municipal;5624,919
Carapicuíba;Municipal;3650,775
Cardoso;Municipal;3283,971
Casa Branca;Municipal;3622,556
Cássia dos Coqueiros;Municipal;2793,384
Castilho;Municipal;4338,462
Catanduva;Municipal;4553,875
Catiguá;Municipal;3743,657
Cedral;Municipal;3413,471
Cerqueira César;Municipal;3794,921
Cerquilho;Municipal;3667,054
Cesário Lange;Municipal;3979,517
Charqueada;Municipal;3837,336
Clementina;Municipal;3713,242
Colina;Municipal;3227,272
Colômbia;Municipal;2506,436
Conchal;Municipal;4770,744
Conchas;Municipal;3388,999
Cordeirópolis;Municipal;4763,023
Coroados;Municipal;3087,654
Coronel Macedo;Municipal;3161,808
Corumbataí;Municipal;4692,904
Cosmópolis;Municipal;3818,822
Cosmorama;Municipal;3454,102
Cotia;Municipal;4759,403
Cravinhos;Municipal;4863,912
Cristais Paulista;Municipal;4084,382
Cruzália;Municipal;3775,311
Cruzeiro;Municipal;3274,042
Cubatão;Municipal;8142,416
Cunha;Municipal;4278,603
Descalvado;Municipal;4126,33
Diadema;Municipal;7547,099
Dirce Reis;Municipal;3769,002
Divinolândia;Municipal;2878,055
Dobrada;Municipal;3162,885
Dois Córregos;Municipal;3853,647
Dolcinópolis;Municipal;5151,504
Dourado;Municipal;3216,816
Dracena;Municipal;2677,817
Duartina;Municipal;3740,73
Dumont;Municipal;3919,257
Echaporã;Municipal;3075,834
Eldorado;Municipal;3278,236
Elias Fausto;Municipal;4168,693
Elisiário;Municipal;4146,626
Embaúba;Municipal;3757,85
Embu das Artes;Municipal;4941,839
Embu-Guaçu;Municipal;4343,19
Emilianópolis;Municipal;3506,576
Engenheiro Coelho;Municipal;2500,343
Espírito Santo do Pinhal;Municipal;5299,287
Espírito Santo do Turvo;Municipal;4197,177
Estrela d'Oeste;Municipal;3740,97
Estrela do Norte;Municipal;2327,753
Euclides da Cunha Paulista;Municipal;3362,355
Fartura;Municipal;4192,528
Fernandópolis;Municipal;4243,167
Fernando Prestes;Municipal;3129,504
Fernão;Municipal;4291,269
Ferraz de Vasconcelos;Municipal;5256,811
Flora Rica;Municipal;2927,003
Floreal;Municipal;3407,397
Flórida Paulista;Municipal;4008,455
Florínea;Municipal;3838,816
Franca;Municipal;4432,651
Francisco Morato;Municipal;2449,487
Franco da Rocha;Municipal;4029,376
Gabriel Monteiro;Municipal;3419,324
Gália;Municipal;3436,383
Garça;Municipal;3404,767
Gastão Vidigal;Municipal;4396,587
Gavião Peixoto;Municipal;3557,863
General Salgado;Municipal;3363,783
Getulina;Municipal;5054,58
Glicério;Municipal;2690,333
Guaiçara;Municipal;2722,226
Guaimbê;Municipal;2907,019
Guaíra;Municipal;4239,224
Guapiaçu;Municipal;2874,207
Guapiara;Municipal;2450,237
Guará;Municipal;4649,371
Guaraçaí;Municipal;3567,321
Guaraci;Municipal;3276,847
Guarani d'Oeste;Municipal;2425,313
Guarantã;Municipal;
Guararapes;Municipal;3491,29
Guararema;Municipal;4458,776
Guaratinguetá;Municipal;2464,925
Guareí;Municipal;5528,31
Guariba;Municipal;4110,162
Guarujá;Municipal;8240,72
Guarulhos;Municipal;6443,627
Guatapará;Municipal;3041,772
Guzolândia;Municipal;3211,599
Herculândia;Municipal;5201,118
Holambra;Municipal;4093,755
Hortolândia;Municipal;5508,868
Iacanga;Municipal;3839,564
Iacri;Municipal;3729,575
Iaras;Municipal;3216,655
Ibaté;Municipal;4817,128
Ibirá;Municipal;3381,45
Ibirarema;Municipal;2882,29
Ibitinga;Municipal;3701,396
Ibiúna;Municipal;3643,751
Icém;Municipal;3209,939
Iepê;Municipal;3636,492
Igaraçu do Tietê;Municipal;2929,917
Igarapava;Municipal;5743,803
Igaratá;Municipal;3118,146
Iguape;Municipal;4053,776
Ilhabela;Municipal;4666,583
Ilha Comprida;Municipal;3018,043
Ilha Solteira;Municipal;4104,527
Indaiatuba;Municipal;5237,497
Indiana;Municipal;2738,316
Indiaporã;Municipal;3112,263
Inúbia Paulista;Municipal;4287,036
Ipaussu;Municipal;3243,911
Iperó;Municipal;4346,989
Ipeúna;Municipal;2891,301
Ipiguá;Municipal;2240,969
Iporanga;Municipal;2706,896
Ipuã;Municipal;3329,016
Iracemápolis;Municipal;4242,618
Irapuã;Municipal;3452,935
Irapuru;Municipal;3238,609
Itaberá;Municipal;3826,898
Itaí;Municipal;3968,68
Itajobi;Municipal;3469,191
Itaju;Municipal;3077,793
Itanhaém;Municipal;4872,58
Itaoca;Municipal;
Itapecerica da Serra;Municipal;4816,113
Itapetininga;Municipal;4789,067
Itapeva;Municipal;3672,902
Itapevi;Municipal;4307,602
Itapira;Municipal;4227,842
Itapirapuã Paulista;Municipal;2772,616
Itápolis;Municipal;3306,767
Itaporanga;Municipal;3099,097
Itapuí;Municipal;3860,08
Itapura;Municipal;3559,851
Itaquaquecetuba;Municipal;6349,976
Itararé;Municipal;2831,536
Itariri;Municipal;3744,146
Itatiba;Municipal;4477,484
Itatinga;Municipal;5534,911
Itirapina;Municipal;4745,525
Itirapuã;Municipal;3485,362
Itobi;Municipal;4299,123
Itu;Municipal;5395,752
Itupeva;Municipal;4770,361
Ituverava;Municipal;5649,924
Jaborandi;Municipal;2520,796
Jaboticabal;Municipal;4028,366
Jacareí;Municipal;3633,776
Jaci;Municipal;4686,338
Jacupiranga;Municipal;3380,26
Jaguariúna;Municipal;5768,523
Jales;Municipal;4111,785
Jambeiro;Municipal;3836,636
Jandira;Municipal;3730,516
Jardinópolis;Municipal;5068,773
Jarinu;Municipal;2903,197
Jaú;Municipal;4459,201
Jeriquara;Municipal;3113,208
Joanópolis;Municipal;3851,986
João Ramalho;Municipal;2513,297
José Bonifácio;Municipal;4214,86
Júlio Mesquita;Municipal;2194,569
Jumirim;Municipal;4479,971
Jundiaí;Municipal;7493,361
Junqueirópolis;Municipal;3465,852
Juquiá;Municipal;2924,046
Juquitiba;Municipal;3173,81
Lagoinha;Municipal;3738,245
Laranjal Paulista;Municipal;4294,678
Lavínia;Municipal;3270,83
Lavrinhas;Municipal;2784,892
Leme;Municipal;3788,567
Lençóis Paulista;Municipal;3547,451
Limeira;Municipal;4513,025
Lindóia;Municipal;4009,98
Lins;Municipal;5776,88
Lorena;Municipal;3576,378
Lourdes;Municipal;3154,739
Louveira;Municipal;5695,742
Lucélia;Municipal;3647,126
Lucianópolis;Municipal;4723,189
Luís Antônio;Municipal;3015,131
Luiziânia;Municipal;3494,971
Lupércio;Municipal;3651,94
Lutécia;Municipal;3742,267
Macatuba;Municipal;4857,209
Macaubal;Municipal;3678,813
Macedônia;Municipal;2946,879
Magda;Municipal;3172,84
Mairinque;Municipal;3523,34
Mairiporã;Municipal;4670,197
Manduri;Municipal;3290,845
Marabá Paulista;Municipal;2612,353
Maracaí;Municipal;3340,827
Marapoama;Municipal;3062,054
Mariápolis;Municipal;3694,732
Marília;Municipal;6525,143
Marinópolis;Municipal;4860,24
Martinópolis;Municipal;3539,982
Matão;Municipal;7034,406
Mauá;Municipal;4365,59
Mendonça;Municipal;3015,911
Meridiano;Municipal;4461,777
Mesópolis;Municipal;5679,92
Miguelópolis;Municipal;7062,05
Mineiros do Tietê;Municipal;2757,195
Miracatu;Municipal;3210,696
Mira Estrela;Municipal;2616,057
Mirandópolis;Municipal;5887,13
Mirante do Paranapanema;Municipal;1787,199
Mirassol;Municipal;6602,92
Mirassolândia;Municipal;2263,587
Mococa;Municipal;6807,665
Mogi das Cruzes;Municipal;7333,934
Mogi Guaçu;Municipal;6378,626
Mogi Mirim;Municipal;5177,551
Mombuca;Municipal;2920,957
Monções;Municipal;3753,297
Mongaguá;Municipal;5981,319
Monte Alegre do Sul;Municipal;3008,661
Monte Alto;Municipal;3847,694
Monte Aprazível;Municipal;3746,539
Monte Azul Paulista;Municipal;3298,762
Monte Castelo;Municipal;
Monteiro Lobato;Municipal;3478,725
Monte Mor;Municipal;4108,522
Morro Agudo;Municipal;4647,163
Morungaba;Municipal;2819,189
Motuca;Municipal;4189,249
Murutinga do Sul;Municipal;3971,828
Nantes;Municipal;4453,034
Narandiba;Municipal;2971,315
Natividade da Serra;Municipal;3653,109
Nazaré Paulista;Municipal;4462,222
Neves Paulista;Municipal;3525,786
Nhandeara;Municipal;3945,046
Nipoã;Municipal;3002,442
Nova Aliança;Municipal;2617,653
Nova Campina;Municipal;3053,589
Nova Canaã Paulista;Municipal;3153,281
Nova Castilho;Municipal;3944,049
Nova Europa;Municipal;3053
Nova Granada;Municipal;3124,227
Nova Guataporanga;Municipal;2516,127
Nova Independência;Municipal;2990,582
Novais;Municipal;3013,79
Nova Luzitânia;Municipal;3463,418
Nova Odessa;Municipal;4812,191
Novo Horizonte;Municipal;4283,33
Nuporanga;Municipal;4358,872
Ocauçu;Municipal;3550,332
Óleo;Municipal;2800,95
Olímpia;Municipal;3682,213
Onda Verde;Municipal;3697,398
Oriente;Municipal;3973,119
Orindiúva;Municipal;5946,842
Orlândia;Municipal;5802,831
Osasco;Municipal;3990,823
Oscar Bressane;Municipal;2003,151
Osvaldo Cruz;Municipal;4027,055
Ourinhos;Municipal;4741,564
Ouroeste;Municipal;3911,393
Ouro Verde;Municipal;4084,345
Pacaembu;Municipal;3770,223
Palestina;Municipal;2517,825
Palmares Paulista;Municipal;3651,27
Palmeira d'Oeste;Municipal;3649,67
Palmital;Municipal;5148,042
Panorama;Municipal;4353,259
Paraguaçu Paulista;Municipal;3174,771
Paraibuna;Municipal;3497,859
Paraíso;Municipal;3893,189
Paranapanema;Municipal;3871,25
Paranapuã;Municipal;3881,226
Parapuã;Municipal;3966,859
Pardinho;Municipal;3865,128
Pariquera-Açu;Municipal;4227,185
Parisi;Municipal;2910,913
Patrocínio Paulista;Municipal;5747,53
Paulicéia;Municipal;3162,033
Paulínia;Municipal;11889,01
Paulistânia;Municipal;3171,657
Paulo de Faria;Municipal;3250,679
Pederneiras;Municipal;3576,656
Pedra Bela;Municipal;3666,393
Pedranópolis;Municipal;4065,412
Pedregulho;Municipal;4543,446
Pedreira;Municipal;3672,138
Pedrinhas Paulista;Municipal;3048,809
Pedro de Toledo;Municipal;2634,192
Penápolis;Municipal;4813,069
Pereira Barreto;Municipal;3406,676
Pereiras;Municipal;3692,125
Peruíbe;Municipal;4440,422
Piacatu;Municipal;2542,771
Piedade;Municipal;3281,17
Pilar do Sul;Municipal;4157,999
Pindamonhangaba;Municipal;5317,322
Pindorama;Municipal;3565,422
Pinhalzinho;Municipal;3502,93
Piquerobi;Municipal;3195,57
Piquete;Municipal;4126,087
Piracaia;Municipal;5076,061
Piracicaba;Municipal;4649,346
Piraju;Municipal;3868,761
Pirajuí;Municipal;3881,254
Pirangi;Municipal;5386,187
Pirapora do Bom Jesus;Municipal;2547,579
Pirapozinho;Municipal;3282,751
Pirassununga;Municipal;3998,412
Piratininga;Municipal;4421,427
Pitangueiras;Municipal;3724,412
Planalto;Municipal;3328,891
Platina;Municipal;3535,675
Poá;Municipal;5369,644
Poloni;Municipal;5307,329
Pompéia;Municipal;3847,712
Pongaí;Municipal;3831,997
Pontal;Municipal;3802,949
Pontalinda;Municipal;3431,135
Pontes Gestal;Municipal;5539,542
Populina;Municipal;4733,851
Porangaba;Municipal;2986,566
Porto Feliz;Municipal;4122,934
Porto Ferreira;Municipal;3354,775
Potim;Municipal;3343,729
Potirendaba;Municipal;3800,106
Pracinha;Municipal;3248,669
Pradópolis;Municipal;4418,27
Praia Grande;Municipal;5900,349
Pratânia;Municipal;3298,638
Presidente Alves;Municipal;3163,89
Presidente Bernardes;Municipal;3880,006
Presidente Epitácio;Municipal;2347,937
Presidente Prudente;Municipal;4810,815
Presidente Venceslau;Municipal;2807,748
Promissão;Municipal;4629,822
Quadra;Municipal;4217,98
Quatá;Municipal;3022,811
Queiroz;Municipal;2999,193
Queluz;Municipal;3130,793
Quintana;Municipal;2135,71
Rafard;Municipal;3671,189
Rancharia;Municipal;3643,829
Redenção da Serra;Municipal;2867,962
Regente Feijó;Municipal;3016,272
Reginópolis;Municipal;3689,097
Registro;Municipal;3465,759
Restinga;Municipal;3542,219
Ribeira;Municipal;2259,45
Ribeirão Bonito;Municipal;3343,613
Ribeirão Branco;Municipal;2900,091
Ribeirão Corrente;Municipal;3661,183
Ribeirão do Sul;Municipal;2442,742
Ribeirão dos Índios;Municipal;2344,455
Ribeirão Grande;Municipal;4651,842
Ribeirão Pires;Municipal;2693,346
Ribeirão Preto;Municipal;7434,384
Riversul;Municipal;2943,744
Rifaina;Municipal;4221,606
Rincão;Municipal;3797,199
Rinópolis;Municipal;2984,582
Rio Claro;Municipal;4773,682
Rio das Pedras;Municipal;5259,511
Rio Grande da Serra;Municipal;3066,529
Riolândia;Municipal;3672,599
Rosana;Municipal;4981,007
Roseira;Municipal;3322,442
Rubiácea;Municipal;2925,441
Rubinéia;Municipal;4132,305
Sabino;Municipal;3005,971
Sagres;Municipal;2652,411
Sales;Municipal;4038,571
Sales Oliveira;Municipal;4075,121
Salesópolis;Municipal;4708,258
Salmourão;Municipal;3661,544
Saltinho;Municipal;4856,804
Salto;Municipal;3556,381
Salto de Pirapora;Municipal;4665,501
Salto Grande;Municipal;3197,68
Sandovalina;Municipal;2236,747
Santa Adélia;Municipal;3649,774
Santa Albertina;Municipal;4022,77
Santa Bárbara d'Oeste;Municipal;4526,859
Santa Branca;Municipal;2398,517
Santa Clara d'Oeste;Municipal;4636,216
Santa Cruz da Conceição;Municipal;5376,892
Santa Cruz da Esperança;Municipal;3432,93
Santa Cruz das Palmeiras;Municipal;4333,097
Santa Cruz do Rio Pardo;Municipal;5192,008
Santa Ernestina;Municipal;3464,929
Santa Fé do Sul;Municipal;3670,449
Santa Gertrudes;Municipal;4464,667
Santa Isabel;Municipal;4245,924
Santa Lúcia;Municipal;3745,88
Santa Maria da Serra;Municipal;3497,869
Santa Mercedes;Municipal;3455,664
Santana da Ponte Pensa;Municipal;3030,991
Santana de Parnaíba;Municipal;3778,422
Santa Rita d'Oeste;Municipal;2972,325
Santa Rita do Passa Quatro;Municipal;4214,627
Santa Rosa de Viterbo;Municipal;4307,407
Santa Salete;Municipal;4704,257
Santo Anastácio;Municipal;3666,961
Santo André;Municipal;6785,551
Santo Antônio da Alegria;Municipal;2547,061
Santo Antônio de Posse;Municipal;3602,203
Santo Antônio do Aracanguá;Municipal;2733,401
Santo Antônio do Jardim;Municipal;4112,134
Santo Antônio do Pinhal;Municipal;3511,259
Santo Expedito;Municipal;2615,244
Santópolis do Aguapeí;Municipal;2868,229
Santos;Municipal;6956,004
São Bento do Sapucaí;Municipal;2729,687
São Bernardo do Campo;Municipal;4673,845
São Caetano do Sul;Municipal;4558,854
São Carlos;Municipal;6318,802
São Francisco;Municipal;2481,673
São João da Boa Vista;Municipal;3779,157
São João das Duas Pontes;Municipal;3468,93
São João de Iracema;Municipal;3647,603
São João do Pau d'Alho;Municipal;3527,863
São Joaquim da Barra;Municipal;6423,704
São José da Bela Vista;Municipal;2662,93
São José do Barreiro;Municipal;3798,81
São José do Rio Pardo;Municipal;3060,59
São José do Rio Preto;Municipal;4947,127
São José dos Campos;Municipal;5218,205
São Lourenço da Serra;Municipal;2682,916
São Luiz do Paraitinga;Municipal;4003,241
São Manuel;Municipal;3278,7
São Miguel Arcanjo;Municipal;4242,366
São Paulo;Municipal;6465,246
São Pedro;Municipal;2779,578
São Pedro do Turvo;Municipal;4035,183
São Roque;Municipal;5696,539
São Sebastião;Municipal;9415,654
São Sebastião da Grama;Municipal;3240,309
São Simão;Municipal;3103,162
São Vicente;Municipal;4420,891
Sarapuí;Municipal;3846,493
Sarutaiá;Municipal;3522,541
Sebastianópolis do Sul;Municipal;3550,017
Serra Azul;Municipal;3271,921
Serrana;Municipal;6025,057
Serra Negra;Municipal;2356,567
Sertãozinho;Municipal;7608,572
Sete Barras;Municipal;3638,129
Severínia;Municipal;2988,002
Silveiras;Municipal;3278,986
Socorro;Municipal;3394,35
Sorocaba;Municipal;6044,701
Sud Mennucci;Municipal;3190,952
Sumaré;Municipal;4588,788
Suzano;Municipal;4669,916
Suzanápolis;Municipal;4210,057
Tabapuã;Municipal;2864,213
Tabatinga;Municipal;3649,543
Taboão da Serra;Municipal;3861,313
Taciba;Municipal;3972,356
Taguaí;Municipal;3239,734
Taiaçu;Municipal;3833,396
Taiúva;Municipal;2199,065
Tambaú;Municipal;2594,134
Tanabi;Municipal;4442,502
Tapiraí;Municipal;3277,013
Tapiratiba;Municipal;3749,843
Taquaral;Municipal;2666,236
Taquaritinga;Municipal;4254,642
Taquarituba;Municipal;4188,767
Taquarivaí;Municipal;3707,943
Tarabai;Municipal;2988,262
Tarumã;Municipal;3023,501
Tatuí;Municipal;2986,167
Taubaté;Municipal;9325,194
Tejupá;Municipal;3411,004
Teodoro Sampaio;Municipal;2596,406
Terra Roxa;Municipal;3373,577
Tietê;Municipal;4394,842
Timburi;Municipal;3932,211
Torre de Pedra;Municipal;3032,798
Torrinha;Municipal;2743,433
Trabiju;Municipal;5385,107
Tremembé;Municipal;6639,6
Três Fronteiras;Municipal;4898,608
Tuiuti;Municipal;2484,215
Tupã;Municipal;3733,712
Tupi Paulista;Municipal;4468,832
Turiúba;Municipal;4470,374
Turmalina;Municipal;3419,96
Ubarana;Municipal;3245,268
Ubatuba;Municipal;4295,216
Ubirajara;Municipal;2514,151
Uchoa;Municipal;2357,184
União Paulista;Municipal;2731,798
Urânia;Municipal;3199,714
Uru;Municipal;3132,326
Urupês;Municipal;3556,111
Valentim Gentil;Municipal;2695,643
Valinhos;Municipal;8954,091
Valparaíso;Municipal;4846,489
Vargem;Municipal;4882,34
Vargem Grande do Sul;Municipal;4099,241
Vargem Grande Paulista;Municipal;5238,317
Várzea Paulista;Municipal;4591,607
Vera Cruz;Municipal;4589,211
Vinhedo;Municipal;6232,141
Viradouro;Municipal;3834,946
Vista Alegre do Alto;Municipal;5260,663
Vitória Brasil;Municipal;4274,076
Votorantim;Municipal;3949,578
Votuporanga;Municipal;4487,473
Zacarias;Municipal;4493,809
Chavantes;Municipal;3515,957
Estiva Gerbi;Municipal;3101,735
Abatiá;Municipal;5168,753
Adrianópolis;Municipal;4617,962
Agudos do Sul;Municipal;4552,118
Almirante Tamandaré;Municipal;4227,187
Altamira do Paraná;Municipal;3008,999
Altônia;Municipal;3749,662
Alto Paraná;Municipal;3691,492
Alto Piquiri;Municipal;4285,017
Alvorada do Sul;Municipal;3542,56
Amaporã;Municipal;3497,56
Ampére;Municipal;4770,61
Anahy;Municipal;3047
Andirá;Municipal;4690,868
Ângulo;Municipal;3042,631
Antonina;Municipal;3992,849
Antônio Olinto;Municipal;4137,117
Apucarana;Municipal;2567,096
Arapongas;Municipal;4698,925
Arapoti;Municipal;5092,876
Arapuã;Municipal;4938,336
Araruna;Municipal;4724,219
Araucária;Municipal;8081,75
Ariranha do Ivaí;Municipal;4414,987
Assaí;Municipal;3662,011
Assis Chateaubriand;Municipal;4240,971
Astorga;Municipal;3961,701
Atalaia;Municipal;4610,425
Balsa Nova;Municipal;3393,553
Bandeirantes;Municipal;3159,491
Barbosa Ferraz;Municipal;5479,35
Barracão;Municipal;2880,571
Barra do Jacaré;Municipal;4551,812
Bela Vista da Caroba;Municipal;3757,28
Bela Vista do Paraíso;Municipal;4340,278
Bituruna;Municipal;4498,745
Boa Esperança;Municipal;4897,544
Boa Esperança do Iguaçu;Municipal;3790,859
Boa Ventura de São Roque;Municipal;3753,77
Boa Vista da Aparecida;Municipal;3301,187
Bocaiúva do Sul;Municipal;4081,156
Bom Jesus do Sul;Municipal;3398,918
Bom Sucesso;Municipal;3714,437
Bom Sucesso do Sul;Municipal;1955,641
Borrazópolis;Municipal;4915,059
Braganey;Municipal;2253,225
Brasilândia do Sul;Municipal;3772,056
Cafeara;Municipal;3817,158
Cafelândia;Municipal;3983,06
Cafezal do Sul;Municipal;4103,65
Califórnia;Municipal;2326,479
Cambará;Municipal;4527,745
Cambé;Municipal;3892,377
Cambira;Municipal;4476,586
Campina da Lagoa;Municipal;3575,902
Campina do Simão;Municipal;2175,75
Campina Grande do Sul;Municipal;4747,214
Campo Bonito;Municipal;3146,608
Campo do Tenente;Municipal;3936,565
Campo Largo;Municipal;4018,324
Campo Magro;Municipal;3648,713
Campo Mourão;Municipal;4662,802
Cândido de Abreu;Municipal;3058,771
Candói;Municipal;3870,363
Cantagalo;Municipal;4759,619
Capanema;Municipal;4308,948
Capitão Leônidas Marques;Municipal;3859,397
Carambeí;Municipal;3805,277
Carlópolis;Municipal;4417,589
Cascavel;Municipal;3919,027
Castro;Municipal;4512,593
Catanduvas;Municipal;3595,566
Centenário do Sul;Municipal;3952,161
Cerro Azul;Municipal;3735,285
Céu Azul;Municipal;4020,603
Chopinzinho;Municipal;4569,345
Cianorte;Municipal;2932,314
Cidade Gaúcha;Municipal;2694,659
